Page,Titre,Sous-section,Section,Contenu,Liens,Images
Pour les proches,Pour lesproches,Vivreavec une personne diabétique,Recherchez de l’information de qualité,"Aidez votre proche à trouver de l’information pertinente sur sa maladie et son traitement. Facilitez-lui l’accès à cette information et, au besoin, mettez-la en contact avec d’autres personnes vivant avec le diabète plus expérimentées. Bien comprendre sa maladie l’aidera sans contredit à avoir un plus grand sentiment de maîtrise sur sa nouvelle réalité.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Pour les proches,Pour lesproches,Vivreavec une personne diabétique,Encouragez l’adhésion au traitement,"L’entourage sert souvent d’agent de motivation pour la personne vivant avec le diabète en lui rappelant la présence de la maladie, l’importance d’en tenir compte, l’existence de solutions pour améliorer la qualité de sa vie, ainsi que sa capacité personnelle à contribuer à son mieux-être. Aidez-la à avoir des attentes réalistes et à persévérer, même si les résultats obtenus ne sont pas aussi satisfaisants qu’elle le souhaiterait.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Pour les proches,Pour lesproches,Vivreavec une personne diabétique,Soulignez les succès,"Félicitez votre proche pour ses réussites. Mentionnez-lui occasionnellement que vous appréciez les efforts qu’elle fait et que vous appréciez le fait que cela augmente les chances que vous ayez une longue vie agréable ensemble. Encouragez toutes les activités ou les décisions qui vont dans le sens d’un plus grand sentiment d’autonomie, de compétence, de maîtrise et d’estime de soi.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Pour les proches,Pour lesproches,Vivreavec une personne diabétique,Parlez au « je »,"Si vous accusez l’autre et le culpabilisez en lui disant par exemple « Tu n’arrêtes pas de tricher. Tu n’as pas de volonté! », vous risquez d’obtenir l’effet contraire: pour exprimer sa frustration ou son indépendance, la personne diabétique risque de tricher encore plus. Pour ne pas obtenir un sentiment de révolte, évitez de confronter directement la personne diabétique ou de contester ses arguments. Optez plutôt pour un discours centré sur ce que vous ressentez : « Je me sens mal à l’aise quand tu manges sans te préoccuper de ton diabète. J’ai peur que ta santé en souffre. Ça m’attriste quand j’imagine que tu pourrais devenir plus malade et que je pourrais te perdre. » Vous aurez ainsi plus de chances d’être écouté.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Pour les proches,Pour lesproches,Vivreavec une personne diabétique,Donnez l’exemple,"Vous pouvez choisir de lui donner l’exemple en adoptant vous-même un régime de vie équilibré et une alimentation saine. Vous pouvez également être un modèle au niveau de votre souplesse et de vos habiletés d’adaptation aux différentes crises de la vie (changement d’emploi, modifications de vos habitudes, amélioration de vos comportements de santé, etc.). N’allez toutefois pas jusqu’à vous obliger à suivre un régime aussi sévère que le sien. Vous êtes deux personnes différentes. Vous avez le droit à votre propre vie.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Pour les proches,Pour lesproches,Vivreavec une personne diabétique,Apprenez à dire non,"Vous pouvez refuser de poser des gestes que vous considérez nuisibles pour la santé de la personne diabétique, tels qu’acheter ou préparer certains aliments qu’elle doit éviter. Vous pouvez parfois décider que ses demandes sont exagérées, ou simplement accorder la priorité à vos propres besoins. Adopter un regard critique sur ce que vous avez à faire. Vous avez vous aussi le droit à une vie satisfaisante.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Pour les proches,Pour lesproches,Vivreavec une personne diabétique,Apprenez à vous connaître et à prendre soin de vous,"Respectez vos limites. Lorsque vous considérez avoir fait ce que vous pouviez faire, donnez-vous la permission de détourner votre attention de la maladie. Intéressez-vous à autre chose. Apprenez à vous détendre. Renoncez à toujours contrôler vos sentiments, à paraître heureux, calme et serein. Vous êtes un être humain qui vit toute la gamme des émotions. Donnez-vous le droit d’être fatigué ou malade. Prenez du temps pour vous-même. Vous ne serez utile à personne si vous vous épuisez complètement. Évaluez régulièrement votre intérêt, votre disponibilité et votre capacité d’aider. Exprimez vos sentiments à un confident. Cela vous aidera à mieux comprendre ce qui se passe en vous. Acceptez l’aide des gens de votre entourage.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Pour les proches,Pour lesproches,Vivreavec une personne diabétique,Inscrivez-vous à l'infolettre,Restez informé(e) de nos nouvelles et activités. Abonnez-vous,https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Pour les proches,Pour lesproches,Page nontrouvée,Inscrivez-vous à l'infolettre,Restez informé(e) de nos nouvelles et activités. Abonnez-vous,https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Voyages,Voyages,Planifierson voyage,Consulter votre médecin,Le médecin pourra vous aider à ajuster votre insuline ou votre médication en fonction : du décalage horaire ;des activités prévues ;de la température. Il pourra également signer une lettre (idéalement dans la langue du pays de destination ou en anglais) attestant que vous êtes une personne vivant avec le diabète et que vous devez apporter avec vous votre médication et tout votre matériel d’injection et de mesure de la glycémie. Consultez nos exemples de lettre justificative en plusieurs langues dans «Ressources externes» en fin de page.,https://www.diabete.qc.ca/le-diabete/la-gestion-du-diabete/alimentation/les-repas-retardes-ou-devances/; https://www.diabete.qc.ca/le-diabete/informations-sur-le-diabete/urgences-diabetiques/identification-medicale-nouvelle/; https://www.diabete.qc.ca/le-diabete/la-vie-avec-le-diabete/gastroenterite/; https://www.diabete.qc.ca/le-diabete/la-vie-avec-le-diabete/voyages/acheter-une-assurance-voyage/; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Francais-4-1.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Anglaisdocx-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Lettre-voyage-espagnol.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Italien-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Chinois-4.pdf; https://www.catsa-acsta.gc.ca/fr; http://www.tsa.gov; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Voyages,Voyages,Planifierson voyage,Consulter votre pharmacien,Le pharmacien pourra vous remettre : une liste à jour de votre médication ;le nom de vos médicaments et leur concentration dans le pays de destination au cas où vous devriez vous en procurer sur place.,https://www.diabete.qc.ca/le-diabete/la-gestion-du-diabete/alimentation/les-repas-retardes-ou-devances/; https://www.diabete.qc.ca/le-diabete/informations-sur-le-diabete/urgences-diabetiques/identification-medicale-nouvelle/; https://www.diabete.qc.ca/le-diabete/la-vie-avec-le-diabete/gastroenterite/; https://www.diabete.qc.ca/le-diabete/la-vie-avec-le-diabete/voyages/acheter-une-assurance-voyage/; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Francais-4-1.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Anglaisdocx-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Lettre-voyage-espagnol.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Italien-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Chinois-4.pdf; https://www.catsa-acsta.gc.ca/fr; http://www.tsa.gov; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Voyages,Voyages,Planifierson voyage,Consulter votre nutritionniste,La nutritionniste pourra vous aider à modifier votre plan alimentaire en fonction : de votre horaire de repas en voyage ;des choix alimentaires disponibles à destination.,https://www.diabete.qc.ca/le-diabete/la-gestion-du-diabete/alimentation/les-repas-retardes-ou-devances/; https://www.diabete.qc.ca/le-diabete/informations-sur-le-diabete/urgences-diabetiques/identification-medicale-nouvelle/; https://www.diabete.qc.ca/le-diabete/la-vie-avec-le-diabete/gastroenterite/; https://www.diabete.qc.ca/le-diabete/la-vie-avec-le-diabete/voyages/acheter-une-assurance-voyage/; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Francais-4-1.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Anglaisdocx-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Lettre-voyage-espagnol.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Italien-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Chinois-4.pdf; https://www.catsa-acsta.gc.ca/fr; http://www.tsa.gov; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Voyages,Voyages,Planifierson voyage,Quelques astuces,"Apportezdans votre bagage à maintoute votre médication et votre matériel de gestion de la glycémie.Apportez suffisamment d’insuline ou de médicaments antidiabétiques pour la durée du voyage, avec un supplément pour les imprévus.Apportez des collations avec vous (ex. : barres de céréales) en cas derepas retardés, de même que des sucres rapides (ex. : comprimés de glucose, sachets de sucre, etc.) pour traiter une hypoglycémie au besoin.Renseignez-vous au sujet des cliniques d’urgence à destination, ainsi que de l’emplacement de l’ambassade ou du consulat canadien.Ayez sur vous unbracelet ou un pendentif d’identificationde votre ou de vos maladies. En cas d’urgence, il pourrait vous sauver la vie.Mesurez votre glycémie plus souvent : vos habitudes (activités, repas, hydratation, sommeil) seront probablement différentes et influenceront votre glycémie et sa gestion. L’exposition au soleil et la température peuvent également jouer sur votre glycémie.",https://www.diabete.qc.ca/le-diabete/la-gestion-du-diabete/alimentation/les-repas-retardes-ou-devances/; https://www.diabete.qc.ca/le-diabete/informations-sur-le-diabete/urgences-diabetiques/identification-medicale-nouvelle/; https://www.diabete.qc.ca/le-diabete/la-vie-avec-le-diabete/gastroenterite/; https://www.diabete.qc.ca/le-diabete/la-vie-avec-le-diabete/voyages/acheter-une-assurance-voyage/; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Francais-4-1.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Anglaisdocx-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Lettre-voyage-espagnol.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Italien-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Chinois-4.pdf; https://www.catsa-acsta.gc.ca/fr; http://www.tsa.gov; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Voyages,Voyages,Planifierson voyage,Conversation de l’insuline,"L’insuline ouverte peut supporter unetempérature ambiante(entre 0 °C et 30 °C) pendant environ un mois après ouverture. Ainsi, vous n’avez pas besoin de la maintenir au réfrigérateur en tout temps. Il faut cependant éviter les températures extrêmes. Pour l’insuline non ouverte ou en cas de situation particulière, il existe également des pochettes isothermes pour maintenir l’insuline au frais.",https://www.diabete.qc.ca/le-diabete/la-vie-avec-le-diabete/gastroenterite/; https://www.diabete.qc.ca/le-diabete/la-vie-avec-le-diabete/voyages/acheter-une-assurance-voyage/; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Francais-4-1.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Anglaisdocx-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Lettre-voyage-espagnol.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Italien-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Chinois-4.pdf; https://www.catsa-acsta.gc.ca/fr; http://www.tsa.gov; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Voyages,Voyages,Planifierson voyage,Les voyages en avion,"Les consignes de sécurité peuvent varier d’un pays à l’autre. Il est donc important de vous informer auprès de votre compagnie aérienne ou votre agent de voyage. Voici quelques lignes de conduite à suivre : Avertissez le personnel de la sécurité que vous vivez avec le diabète et que vous transportez du matériel médical dans vos bagages de cabine (montrez-leur la lettre justificative de votre médecin au besoin).Vos stylos et cartouches à insuline doivent avoir une étiquette officielle de votre pharmacie avec le nom de l’insuline et sa posologie.Vos médicaments sur ordonnance doivent porter les étiquettes de la pharmacie afin de bien les identifier.Vos lancettes doivent être munies de leur capuchon protecteur et votre lecteur de glycémie doit porter le nom de la compagnie qui le fabrique.Si vous portez une pompe à insuline ou un système de surveillance de la glycémie en continu, veuillez avertir le personnel de la sécurité que vous devez les conserver sur vous. Il est aussi préférable de ne pas passer sous le détecteur de métal complet, mais de vous prêter à l’inspection manuelle.",https://www.diabete.qc.ca/le-diabete/la-vie-avec-le-diabete/gastroenterite/; https://www.diabete.qc.ca/le-diabete/la-vie-avec-le-diabete/voyages/acheter-une-assurance-voyage/; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Francais-4-1.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Anglaisdocx-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Lettre-voyage-espagnol.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Italien-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Chinois-4.pdf; https://www.catsa-acsta.gc.ca/fr; http://www.tsa.gov; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Voyages,Voyages,Planifierson voyage,Les vaccins,"Une visite dans une clinique santé-voyage est un excellent moyen de mettre à jour vos vaccins, de recevoir les vaccins recommandés ainsi que des conseils adaptés à l’endroit visité. Sachez qu’aucun vaccin n’est contre-indiqué chez les personnes vivant avec le diabète, et que certains peuvent même vous être offerts gratuitement (ex. : vaccin antigrippal et vaccins contre le pneumocoque).",https://www.diabete.qc.ca/le-diabete/la-vie-avec-le-diabete/gastroenterite/; https://www.diabete.qc.ca/le-diabete/la-vie-avec-le-diabete/voyages/acheter-une-assurance-voyage/; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Francais-4-1.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Anglaisdocx-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Lettre-voyage-espagnol.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Italien-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Chinois-4.pdf; https://www.catsa-acsta.gc.ca/fr; http://www.tsa.gov; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Voyages,Voyages,Planifierson voyage,La malaria,Certaines destinations requièrent une médication afin de prévenir la malaria. Celle-ci devra vous être prescrite après une évaluation des risques de contracter la malaria lors de votre séjour.,https://www.diabete.qc.ca/le-diabete/la-vie-avec-le-diabete/gastroenterite/; https://www.diabete.qc.ca/le-diabete/la-vie-avec-le-diabete/voyages/acheter-une-assurance-voyage/; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Francais-4-1.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Anglaisdocx-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Lettre-voyage-espagnol.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Italien-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Chinois-4.pdf; https://www.catsa-acsta.gc.ca/fr; http://www.tsa.gov; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
